ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs,Gloss_POS,Lexical_Entries
XV000373,sid,halaʔlado wai ʔaana haɗɗe wole gooro fula hasiɗɗu,halaʔlad\t-o\twa\t-i\tʔaan\t-a\thaɗ\t-te\twol\t-e\tgoor\t-o\tful\t-a\thasiɗ\t-tu,wide\tOBL\twater\tGEN\ttopside\tACC\tgo\tCVB.3T\tother\tACC\tlakeside\tACC\tcross\tINF.ACC\twant\tCVB.3T,They wanted to cross the water to the opposite shore,,,VIII 14-1,,SN001120,adjective\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any\tadjective\tn:Any\tn\tn:Any\tv\tv:Any\tv\tv:Any,halaʔlado 1\t-o 3\twa\t-i 4\tʔaana 1\t-a 1\thaɗi\t-te 3\twole\t-e 2\tgooro\t-o 1\tfuli\t-a 9\thasiɗi\t-te 3
XV000374,sid,ʔate mini goorote muleeti???,ʔate\tmin\t-i\tgoor\t-o\t-te\tmule\t-e\t-ti,2SG.POSS\thouse\tNOM.MOD\tlakeside\tOBL\tGEN.U\tnear\tEV\tCOP,Your house is near the shore,,,VII 19-2,,SN001120,pro\tn\tn:Any\tn\tn:Any\tcase\tpostposition\tAttaches to any category\tcopula,ʔate\tmine\t-i 3\tgooro\t-o 3\t-te 4\tmule 2\t-V\t-ti 1
XV000375,sid,teeʔe gooro ʔafootto?,teeʔe\tgoor\t-o\tʔaf\t-ootto\t?,that_(distal)\tmountainside\tACC\tsee\tPST.IMPF.2M\t,Do you see that mountainside?,,,II 4-7,,SN001121,pro\tn\tn:Any\tv\tv:Any\t,teeʔe\tgooro\t-o 1\tʔafi\t-ootto\t
XV000376,sid,badala gootaaru giddo woreemmo,badal\t-a\tgootaar\t-u\tgidd\t-o\twor\t-eemmo,maize\tACC\tbarn\tGEN.U\tinside\tACC\tput\tIMPF.1SG.M,I put the maize into the barn,,,II 9-10,,SN001123,n\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any,badala\t-a 1\tgootaara\t-u 4\tgiddo 2\t-o 1\twori\t-eemmo
XV000377,sid,badala gootaareemmo,badal\t-a\tgootaar\t-eemmo,maize\tACC\tput_into_the_barn\tIMPF.1SG.M,I put the maize into the barn,,,II 9-10,,SN001124,n\tn:Any\tv\tv:Any,badala\t-a 1\tgootaari\t-eemmo
XV000378,sid,gotanʧu gaʔmiʔe,gotanʧ\t-u\tgaʔm\t-i\t-ʔe,warrior_ant\tNOM.U\tbite\tPRF.3K\t1SG.ACC/DAT,An ant bit me,,,X 2-28,,SN001126,n\tn:Any\tv\tv:Any\tPronoun,gootʼanʧo\t-u 3\tgaʔmi\t-í\t-ʔe
XV000379,sid,wa ʔagannohu galagale gorranno,wa\t-a\tʔag\t-anno\t-hu\tgalagal\t-e\tgooɗ\t-anno,water\tACC\tdrink\tIMPF.3K\tNR.K.NOM\trepeat_an_action_(itr)\tCVB.3K\tbecome_thirsty\tIMPF.3K,The one who drinks water becomes thirsty again,,,VIII 4-4,,SN001135,n\tn:Any\tv\tv:Any\tv>n\tv\tv:Any\tv\tv:Any,wa\t-a 1\tʔagi\t-anno\t-hu\tgalagali\t-e 3\tgooɗ\t-anno
XV000380,sid,saada gorri,saad\t-a\tgorr\t-i,cattle\tACC\tslaughter\tPRF.3K,He slaughtered a cow,,,II 31-3,,SN001136,n\tn:Any\tv\tv:Any,saada\t-a 1\tgorri\t-í
XV000381,sid,tini gobba gosa galtanno galteeti?,tin\t-i\tgobb\t-a\tgos\t-a\tgal\t-tanno\tgalt\t-e\t-e\t-ti\t?,this\tOBL\tcountry\tGEN\ttribe\tNOM\tabide_with_a_custom\tPST.IMPF.3T\tcustom\tACC\tEV\tCOP\t,Is it a custom which the tribe of this country has?,,,IV 9-5,,SN001137,pro\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any\tn\tn:Any\tAttaches to any category\tcopula\t,tini\t-i 1\tgobba\t-a 6\tgosa\t-a 5\tgali\t-tanno 2\tgalte\t-e 2\t-V\t-ti 1\t
XV000382,sid,haisso goʃʃe tukʼkʼi,haiss\t-o\tgoʃʃ\t-e\ttug\t-ɗ\t-i,grass\tACC\tpick up\tCVB.3K\tthrow_for_oneself\tAB\tOBL,He tore up grass and threw behind him (a sacrifice to avert a danger after hearing a certain bird´s chirping),,,IV 39-7,,SN001141,n\tn:Any\tv\tv:Any\tv\tv>v\tn:Any,haisso\t-o 1\tgoʃi\t-e 3\ttukʼkʼi\t-ɗ\t-i 1
XV000383,sid,goʧʼu mule hiikko woritto?,goʧʼ\t-u\tmul\t-e\thiikk\t-o\twor\t-itto\t?,ram\tGEN.U\tkidney\tACC\twhere\tACC\tput\tPRF.2M\t,Where did you put the kidney of the ram?,,,II 7-6A,,SN001147,n\tn:Any\tn\tn:Any\tpro\tn:Any\tv\tv:Any\t,goʧʼo\t-u 4\tmule 1\t-e 2\thiikko\t-o 1\twori\t-itto\t
XV000384,sid,gotti yite kaʔʔe haɗi!,gotti yi\t-te\tkaʔ\t-te\thaɗ\t-i\t!,rise_up\tCVB.2SG\trise\tCVB.2SG\tgo\tIMP.SG\t,Stand up and go!,,,V 5-4,,SN001149,v\tv:Any\tv\tv:Any\tv\tv:Any\t,gotti yi\t-te 9\tkaʔi\t-te 9\thaɗi\t-i 2\t
XV000385,sid,kʼaale lobo geeʃʃa gotti ʔassite masakkarattara dandaattaʔikki ʔikkanno,kʼaal\t-e\tlob\t-o\tgeeʃʃ\t-a\tgotti ʔass\t-i\t-te\tmasakkar\t-atta\t-ra\tdanda\t-atta\t-kki\tʔikk\t-anno,word\tACC\tbig\tACC\tmeasure\tACC\traise\tEV\tCVB.3T\twitness\tPINF.2F\tDAT\tbe_able_to\tPINF.2F\tnot\tbe_perhaps\tIMPF.3K,You may not be able to raise your voice and witness,,,VIII 5-9,,SN001150,n\tn:Any\tadjective\tn:Any\tn\tn:Any\tv\tAttaches to any category\tv:Any\tv\tv:Any\tcase\tv\tv:Any\tnegativizer\tv\tv:Any,kʼaale\t-e 2\tlobo\t-o 1\tgeeʃʃa 1\t-a 1\tgotti ʔassi\t-V\t-te 3\tmasakkari\t-atta\t-ra 1\tdandíí\t-atta\t-kki 1\tʔikki 2\t-anno
XV000386,sid,kʼaakʼkʼo hoolge gotʼisi,kʼaakʼkʼ\t-o\thoolg\t-e\tgotʼis\t-i,baby\tACC\tbedroom\tACC\tcause_to_sleep\tIMP.SG,Put the child to bed in the bedroom,,,I 43A-1,,SN001153,n\tn:Any\tn\tn:Any\tv\tv:Any,kʼaakʼkʼo\t-o 1\thoolge\t-e 2\tgotʼisi\t-i 2
XV000387,sid,gotʼiʧʧunni bakʼkʼi ʔassitusi,gotʼiʧʧ\t-u\t-nni\tbakʼkʼi ʔass\t-i\t-tu\t-si,sleep\tOBL.U\tABL\twake_up_(tr.)\tEV\tPRF.3T\t3K.POSS,They woke him up from the sleep,,,III 48-2,,SN001154,n\tn:Any\tcase\tv\tAttaches to any category\tv:Any\tPronoun,gotʼiʧʧo\t-u 1\t-nni 1\tbakʼkʼi ʔassi\t-V\t-tu 2\t-si 1
XV000388,sid,gowwu manʧi saasi hiri,goww\t-u\tmanʧ\t-i\tsaa\t-si\thir\t-i,fool\tNOM.U\tman\tNOM.MOD\tcow\t3K.POSS\tsell\tPRF.3K,A foolish man sold his cow,,,VII 18-2,,SN001155,n\tn:Any\tn\tn:Any\tn\tPronoun\tv\tv:Any,gowwa\t-u 3\tmanʧo\t-i 3\tsaa\t-si 1\thiri\t-í
XV000389,sid,mootiʧʧanke gu ʔate,mootiʧʧ\t-a\t-nke\tgu\tʔat\t-e,master\tACC\t1PL.POSS\thail\t2SG\tACC,Hail thee our master,,,XIII 5-3,,SN001158,n\tn:Any\tPronoun\tinterjection\tpro\tn:Any,mootiʧʧa\t-a 1\t-nke 2\tgu\tʔati\t-e 2
XV000390,sid,mannu sagadate bude gudde mininsara bhggu,mann\t-u\tsaggad\t-a\t-te\tbude\tgud\t-te\tmin\t-i\t-nsa\t-ra\thig\t-tu,people\tNOM.U\tworship\tINF\tGEN\tcustom\tfinish_(tr)\tCVB.3T\thouse\tOBL.MOD\t3PL.POSS\tDAT\treturn\tPRF.3T,"Having finished their custom of worship, people returned to their homes",,,V 3-2,,SN001165,n\tn:Any\tv\tv:Any\tcase\tn\tv\tv:Any\tn\tn:Any\tPronoun\tcase\tv\tv:Any,manna\t-u 3\tsaggadi\t-a 2\t-te 1\tbude\tgudi\t-te 3\tmine\t-i 1\t-nsa\t-ra 1\thigi\t-tu 2
XV000391,sid,hobolo gulumfoommo,hobol\t-o\tguluf\t-noommo,boat\tACC\tride\tPST.IMPF.1PL,We have gone by (lit. ridden) boat,,,III 48-5,,SN001179,n\tn:Any\tv\ttam,hobolo\t-o 1\tgulufi\t-noommo
XV000392,sid,doogonsa kʼarrisannota ʔikkitino daafira gunguntanno,doogo\t-nsa\tkʼarris\t-anno\t-ta\tʔikk\t-i\t-tino\tdaaf\t-i\t-ra\tgungun\t-tanno,road\t3PL.POSS\tcause_trouble\tIMPF.3K\tNR.T.ACC\tbecome\tEV\tPST.IMPF.3T\treason\tOBL\tDAT\tcomplain\tPST.IMPF.3T,They complain because their way is difficult,,,VIII 13-1,,SN001185,n\tPronoun\tv\tv:Any\tv>n\tv\tAttaches to any category\ttam\tn\tn:Any\tcase\tv\tv:Any,doogo\t-nsa\tkʼarrisi\t-anno\t-ta 1\tʔikki 1\t-V\t-tino\tdaafo\t-i 1\t-ra 1\tgungumi\t-tanno 2
XV000393,sid,beettu hankʼe gungumanni no,beett\t-u\thankʼ\t-e\tgungum\t-a\t-nni\tno,boy\tNOM.U\tspeak_with_uncontrolled_voice\tCVB.3K\tcomplain\tPART\tABL\texist,"The boy, being angry, speaks with uncontrolled voice",,,X 1-16,,SN001185,n\tn:Any\tv\tv:Any\tv\tv:Any\tcase\tv,beetto\t-u 3\thankʼi\t-e 3\tgungumi\t-a 7\t-nni 1\tno
XV000394,sid,gunnittete beetti dai,gunnitte\t-te\tbeett\t-i\tda\t-i,widow\tGEN.U\tboy\tNOM.MOD\tcome\tPRF.3K,The son of a widow came,,,VII 21-21,,SN001187,n\tcase\tn\tn:Any\tv\tv:Any,gunnitte\t-te 4\tbeetto\t-i 3\tdaí\t-í
XV000395,sid,kʼiniitenni guraiidi rooreho,kʼiniite\t-nni\tguraiidi\troore\t-ho,right_(opp._left)\tABL\tleft\tbetter\tCOP,Left is better than right,,,I 46A-4,,SN001190,n\tcase\tadjective\tadjective\tcopula,kʼiniite\t-nni 1\tguraiidi\troore\t-ho 2
XV000396,sid,ʔanera guranni ʔurrino,ʔane\t-ra\tgur\t-a\t-nni\tʔurr\t-ino,1SG.OBL\tDAT\tleft\tOBL\tABL\tstand\tPST.IMPF.3K,He stands to the left of me,,,I 46A-1,,SN001190,pro\tcase\tn\tn:Any\tcase\tv\tv:Any,ʔane 1\t-ra 1\tgura\t-a 4\t-nni 1\tʔuurri\t-ino
XV000397,sid,taʔino siibo gurdi,taʔ\t-ino\tsiib\t-o\tgurd\t-i,snap\tPST.IMPF.3K\trope\tACC\tsplice\tPRF.3K,He spliced the burst rope,,,X 1-11,,SN001192,v\tv:Any\tn\tn:Any\tv\tv:Any,taʔi\t-ino\tsiibo\t-o 1\tgurdi\t-í
XV000398,sid,ʔobba gurrai yanna saʔino,ʔobb\t-a\tgur\t-a\t-nni\tyann\t-a\tsaʔ\t-ino,cow´s_excrement\tACC\tgather\tPART.3K\tABL\ttime\tACC\tpass_by\tPST.IMPF.3K,He spent the time sweeping together excrements (of cows),,,X 1-10,,SN001193,n\tn:Any\tv\tv:Any\tcase\tn\tn:Any\tv\tv:Any,ʔobba\t-a 1\tguri\t-a 3\t-nni 1\tyanna\t-a 1\tsaʔi\t-ino
XV000399,sid,soodo gutte kaʔʔe loosokki loosiɗi,sood\t-o\tgut\t-te\tkaʔ\t-te\tloos\t-o\t-kki\tloosiɗ\t-i,morning\tACC\tdo_smth_early\tCVB.2SG\trise\tCVB.2SG\twork\tACC\t2SG.POSS\twork_for_oneself\tIMP.SG,"Rising early in the morning, do your work",,,X 1-14,,SN001198,n\tn:Any\tv\tv:Any\tv\tv:Any\tn\tn:Any\tPronoun\tv\tv:Any,soodo\t-o 1\tguti\t-te 9\tkaʔi\t-te 9\tlooso\t-o 1\t-kki 2\tloosiɗi\t-i 2
XV000400,sid,kʼalʧo gaʔne gutʼtʼoommoha tʼarra kaasa kaaʔleʔe,kʼalʧ\t-o\tgaʔn\t-e\tgutʼtʼ\t-oommo\t-ha\ttʼarr\t-a\tkaas\t-a\tkaaʔl\t-e\t-ʔe,roof\tACC\tbuild\tCVB.1SG\tfinish_for_oneself\tPST.IMPF.1M\tNR.K.ACC\twall\tACC\tplant\tINF.ACC\thelp\tIMP.PL\t1SG.ACC/DAT,"I have finished building the ceiling, therefore, come and help me with raising the wall",,,III 55A-3,,SN001201,n\tn:Any\tv\tv:Any\tv\tv:Any\tv>n\tn\tn:Any\tv\tv:Any\tv\tv:Any\tPronoun,kʼalʧo\t-o 1\tgaʔni\t-e 1\tgutʼtʼi\t-oommo\t-ha\ttʼarra\t-a 1\tkaasi\t-a 9\tkaaʔli\t-e 6\t-ʔe
XV000401,sid,maʔna gukʼkʼuʔe,maʼn\t-a\tguuk\t-tu\t-ʔe,bed\tNOM\tbe_unsuitable\tPRF.3T\t1SG.ACC/DAT,The bed was uncomfortable (= it hurt me),,,X 1-12,,SN001202,n\tn:Any\tv\tv:Any\tPronoun,maʔna\t-a 5\tguukʼi\t-tu 2\t-ʔe
XV000402,sid,weeʃʃo haabbino,weeʃʃ\t-o\thaab\t-tino,ensete_palm\tNOM\trecline\tPST.IMPF.3T,The ensete palm declined,,,IV 31-4,,SN001208,n\tn:Any\tv\ttam,weeʃʃo\t-o 2\thaabi\t-tino
XV000403,sid,rumudda ganne tʼiimbe haabissine ...,rumudd\t-a\tgan\t-ne\ttʼiib\t-ne\thaabiss\t-i\t-ne\t...,roots\tACC\tbeat\tCVB.US\tpush\tCVB.US\tpush_sideways\tEV\tCVB.US\t,"After one has cut, pushed and made the root decline/turn over ...",,,VII 4-5,,SN001209,n\tn:Any\tv\tv:Any\tv\tv:Any\tv\tAttaches to any category\tv:Any\t,rumudda\t-a 1\tgani\t-ne 3\ttʼiibi\t-ne 3\thaabissi\t-V\t-ne 3\t
XV000404,sid,kʼaakʼkʼoʔya tʼissennase ʔaddis ʔabeba haaɗe haɗummo,kʼaakʼkʼ\t-o\t-ʔya\ttʼiss\t-e\t-nna\t-se\tʔaddis ʔabeba\thaaɗ\t-e\thaɗ\t-ummo,baby\tNOM\t1SG.POSS\tcause_illness\tCVB.3K\tNS\t3T.ACC/DAT\tAddis_Abeba\ttake_along\tCVB.1SG\tgo\tPRF.1M,"Because my child was ill, I took her along to Addis Abeba",,,II 6-5,,SN001210,n\tn:Any\tPronoun\tv\tv:Any\tv:Any\tPronoun\tn\tv\tv:Any\tv\tv:Any,kʼaakʼkʼo\t-o 2\t-ʔya\ttʼissi\t-e 3\t-nna 4\t-se\tʔaddis ʔababa\thaaɗi\t-e 1\thaɗi\t-ummo
XV000405,sid,teeʔe haaro doogo ʔegennoommo,teeʔe\thaar\t-o\tdoog\t-o\tʔegenn\t-oommo,that_(remote)\tnew\tACC\troad\tACC\tknow\tPST.IMPF.1M,I know that new road,,,III 20-2,,SN001221,pro\tadjective\tn:Any\tn\tn:Any\tv\tv:Any,teeʔe\thaaro\t-o 1\tdoogo\t-o 1\tʔegenni\t-oommo
XV000406,sid,ʔati habaɲɲu tʼa reattoraati,ʔat\t-i\thabaɲɲ\t-u\ttʼaa\tre\t-atto\t-ra\t-a\t-ti,2SG\tNOM\tfool\tNOM.U\tnow\tdie\tPINF.2M\tDAT\tEV\tCOP,Now you fool are going to die,,,IV 4-3,,SN001231,pro\tn:Any\tn\tn:Any\tn\tv\tv:Any\tcase\tAttaches to any category\tcopula,ʔati\t-i 5\thabaɲɲa\t-u 3\ttʼaa\trei\t-atto\t-ra 1\t-V\t-ti 1
XV000407,sid,tenne habarro daeemmona ʔagariʔe,tenn\t-e\thabarr\t-o\tda\t-eemmo\t-na\tʔagar\t-i\t-ʔe,this\tACC\tevening\tACC\tcome\tIMPF.1SG.M\tPART.1PL\twait\tIMP.SG\t1SG.ACC/DAT,"Because I will come this afternoon, wait for me",,,IV 17-5,,SN001233,pro\tn:Any\tn\tn:Any\tv\tv:Any\tv:Any\tv\tv:Any\tPronoun,tenne\t-e 2\thabarro\t-o 1\tdaí\t-eemmo\t-na 3\tʔagari\t-i 2\t-ʔe
XV000408,sid,yitannonta habbu,yi\t-tanno\t-nta\thab\t-tu,say\tPST.IMPF.3T\tNR.T.ACC\tforget\tPRF.3T,They were stupefied (lit. they forgot what to say),,,XIII 6-7,,SN001238,v\tv:Any\tn:Any\tv\tv:Any,yi\t-tanno 2\t-nta 2\thabi\t-tu 2
XV000409,sid,dargu suʔma haboommo,darg\t-u\tsuʔm\t-a\thab\t-oommo,place\tGEN.U\tname\tACC\tforget\tPST.IMPF.1M,I have forgotten the name of the place,,,II 44-1,,SN001238,n\tn:Any\tn\tn:Any\tv\tv:Any,darga\t-u 4\tsuʔma\t-a 1\thabi\t-oommo
XV000410,sid,wole haʤa noo ni?,wol\t-e\thaʤ\t-a\tno\t-o\t-ni\t?,other\tACC\tmatter\tACC\texist\tEV\tINT\t,Is there any other matter?,,,IX 21-11,,SN001248,adjective\tn:Any\tn\tn:Any\tv\tAttaches to any category\tinterrogative\t,wole\t-e 2\thaʤa\t-a 1\tno\t-V\t-ni 1\t
XV000411,sid,dansamonna danʧille ʔanninsara dihaʤaʤantino,dansamo\t-nna\tdanʧille\tʔann\t-i\t-nsa\t-ra\tdi=\thaʤaʤan\t-tino,name_of_man\tand\twoman´s_name\tfather\tOBL.MOD\t3PL.POSS\tDAT\tNEG=\tobey\tPST.IMPF.3T,Dansamo and Danchille did not obey their father,,,I 45-3,,SN001249,proper noun\tconjunction\tproper noun\tn\tn:Any\tPronoun\tcase\tprefix\tv\ttam,dansamo\t-nna 1\tdanʧille\tʔanna\t-i 1\t-nsa\t-ra 1\tdi=\thaʤaʤami\t-tino
XV000412,sid,buʃare dudunbeemmikkinsa gede haʤaʤannonke,buʃ\t-a\t-re\tdudub\t-neemmo\t-kki\t-nsa\tged\t-e\thaʤaʤ\t-anno\t-nke,evil\tACC\tNR.PL.ACC\ttell_news\tIMPF.1PL\tnot\t3PL.ACC/DAT\tin_order_to\tACC\torder\tIMPF.3K\t1PL.ACC/DAT,He orders us not to tell bad news about them,,,III 12-9,,SN001250,adjective\tn:Any\tnominalizer\tv\tv:Any\tnegativizer\tPronoun\tsubordinator\tn:Any\tv\tv:Any\tPronoun,buʃa\t-a 1\t-re 2\tdudubi\t-neemmo 2\t-kki 1\t-nsa\tgede 4\t-e 2\thaʤaʤi\t-anno\t-nke 2
XV000413,sid,ʃiima haʤo kʼarrissioʔeti heeɗɗenna daoommo,ʃiim\t-a\thaʤ\t-o\tkʼarris\t-tino\t-ʔe\t-ti\theeɗ\t-te\t-nna\tda\t-oommo,small\tNOM\tmatter\tNOM\tcause_trouble\tPST.IMPF.3T\t1SG.ACC/DAT\tNR.T.NOM\tlive\tCVB.3T\tNS\tcome\tPST.IMPF.1M,I came because there is a small matter that troubles me,,,I 39-3,,SN001252,adjective\tn:Any\tn\tn:Any\tv\ttam\tPronoun\tsubordinator\tv\tv:Any\tv:Any\tv\tv:Any,ʃiima\t-a 5\thaʤa\t-o 2\tkʼarrisi\t-tino\t-ʔe\t-ti 2\theeɗi\t-te 3\t-nna 4\tdaí\t-oommo
XV000414,sid,ledonsa haɗamanni heeɗenna ...,ledo\t-nsa\thaɗam\t-a\t-nni\theeɗ\t-e\t-nna\t...,together_with\t3PL.ACC/DAT\twander_about\tPART\tABL\tbe\tCVB.3K\tNS\t,While he was wandering about together with them ...,,,XIII 1-5,,SN001254,postposition\tPronoun\tv\tv:Any\tcase\tv\tv:Any\tv:Any\t,ledo 3\t-nsa\thaɗami\t-a 7\t-nni 1\theeɗi\t-e 3\t-nna 4\t
XV000415,sid,kaʔa kaba haɗami,kaʔa kaba\thaɗ\t-am\t-i,here_and_there\tgo\tPASS\tPRF.3K,He went here and there,,,"Acts 3, 8",,SN001254,adverbial\tv\tv:Any\tv:Any,kaʔa kaba\thaɗi\t-am\t-í
XV000416,sid,mamira haɗatto?,mam\t-i\t-ra\thaɗ\t-atto\t?,where\tOBL\tDAT\tgo\tIMPF.2M\t,Where to are you going?,,,I 3-7,,SN001256,pro\tn:Any\tcase\tv\tv:Any\t,mama\t-i 1\t-ra 1\thaɗi\t-atto\t
XV000417,sid,woʃiʧʧu haɗumasi ʔaɗɗe haɗanno,woʃiʧʧ\t-u\thaɗum\t-a\t-si\tʔaɗɗ\t-e\thaɗ\t-anno,dog\tNOM.U\ttrack\tACC\t3K.POSS\ttake\tCVB.3K\tgo\tIMPF.3K,The dog follows his track,,,III 45-7,,SN001262,n\tn:Any\tn\tn:Any\tPronoun\tv\tv:Any\tv\tv:Any,woʃʃiʧʧo\t-u 3\thaɗuma\t-a 1\t-si 1\tʔaɗɗi\t-e 3\thaɗi\t-anno
XV000418,sid,teʧʧo lobo hagirre ʔafoommo,teʧʧ\t-o\tlob\t-o\thagirr\t-e\tʔaf\t-oommo,today\tACC\tbig\tACC\tjoy\tACC\tsee\tPST.IMPF.1M,To-day I have experienced a great joy,,,IV 7-4,,SN001269,n\tn:Any\tadjective\tn:Any\tn\tn:Any\tv\tv:Any,teʧʧo\t-o 1\tlobo\t-o 1\thagirre\t-e 2\tʔafi\t-oommo
XV000419,sid,daanno yine hagirre ʔassine ʔagarroommo,da\t-anno\tyi\t-ne\thagirre ʔass\t-i\t-ne\tʔagar\t-noommo,come\tIMPF.3T\tsay\tCVB.1PL\thope\tEV\tCVB.1PL\twait\tPST.IMPF.1PL,"We waited, and hoped that he would come (lit.: Saying ‘he will come’ we made joy and waited)",,,II 22-2,,SN001270,v\tv:Any\tv\tv:Any\tv\tAttaches to any category\tv:Any\tv\ttam,daí\t-anno\tyi\t-ne 2\thagirre ʔassi\t-V\t-ne 2\tʔagari\t-noommo
XV000420,sid,danʧare ʔaara hagirre ʔuino,danʧ\t-a\t-re\tʔaa\t-ra\thagirr\t-e\tʔu\t-ino,good\tACC\tNR.PL.ACC\tgive\tDAT\tjoy\tACC\tgive\tPST.IMPF.3K,He promised to give something good,,,III 15-11,,SN001271,adjective\tn:Any\tnominalizer\tv\tcase\tn\tn:Any\tv\tv:Any,danʧa\t-a 1\t-re 2\tʔaa\t-ra 1\thagirre\t-e 2\tʔui\t-ino
XV000421,sid,tini godoʔle hagirsiissannoʔe,tin\t-i\tgodoʔl\t-e\thagirsiis\t-tanno\t-ʔe,this\tNOM\tgame\tNOM\tmake_happy\tPST.IMPF.3T\t1SG.ACC/DAT,This play pleases me,,,IV 14-3,,SN001272,pro\tn:Any\tn\tn:Any\tv\tv:Any\tPronoun,tini\t-i 5\tgodoʔli\t-e 4\thagirsiisi\t-tanno 2\t-ʔe
XV000422,sid,geʔinto haikkisinonke,geʔint\t-o\thaikkis\t-ino\t-nke,sour_milk\tACC\tgive_to_drink\tPST.IMPF.3K\t1PL.ACC/DAT,He gave us sour milk to drink,,,IV 16-4,,SN001273,n\tn:Any\tv\tv:Any\tPronoun,geʔinto\t-o 1\thaikkisi\t-ino\t-nke 2
XV000423,sid,haisso ʔitannokki faraʃʃo,haiss\t-o\tʔit\t-anno\t-kki\tfaraʃʃ\t-o,grass\tACC\teat\tIMPF.3K\tnot\thorse\tACC,A horse that does not eat grass,,,IV 16-2,,SN001275,n\tn:Any\tv\tv:Any\tnegativizer\tn\tn:Any,haisso\t-o 1\tʔiti\t-anno\t-kki 1\tfaraʃʃo\t-o 1
XV000424,sid,konne tʼure haiʃʃiɗi,konn\t-e\ttʼur\t-e\thaiʃʃiɗ\t-i,this\tACC\tdirt\tACC\twash_oneself\tOBL,Wash away this rubbish!,,,I 44-8,,SN001277 ; SN003242,pro\tn:Any\tn\tn:Any\tv\tn:Any,konne 2\t-e 2\ttʼure\t-e 2\thaiʃʃiɗi\t-i 1
XV000425,sid,haitʼu kura faraʃʃoho ʔabbi ʔitona,haitʼ\t-u\tkur\t-a\tfaraʃʃ\t-o\t-ho\tʔabb\t-i\tʔit\t-o\t-na,barley\tGEN.U\tpods\tACC\thorse\tOBL\tDAT.U\tbring\tIMP.SG\teat\tJUSS.3K\tLIC,"Carry the pods of the barley to the horse, so that he can eat it",,,VII 21-25,,SN001278,n\tn:Any\tn\tn:Any\tn\tn:Any\tcase\tv\tv:Any\tv\tv:Any\tv:Any,haitʼe\t-u 4\tkura\t-a 1\tfaraʃʃo\t-o 3\t-ho 1\tʔabbi\t-i 2\tʔiti\t-o 4\t-na 4
XV000426,sid,minekki hakkiiʧʧo miʔni,mine\t-kki\thakkiiʧʧ\t-o\tmiʔn\t-i,house\t2SG.POSS\tthere_(medial)\tACC\tbuild_a_house_for_oneself\tIMP.SG,Build your house there!,,,I 36-4,,SN001289,n\tPronoun\tpro\tn:Any\tv\tv:Any,mine\t-kki 2\thakkiiʧo\t-o 1\tmiʔni\t-i 2
XV000427,sid,hakkunninni ʃiimunni loosanno?,hakkunn\t-i\t-nni\tʃiim\t-u\t-nni\tloos\t-anno\t?,that_(medial)\tOBL\tABL\tsmall\tOBL.U\tABL\twork\tIMPF.3K\t,Will he work for less (payment) than that?,,,II 29-9,,SN001290,pro\tn:Any\tcase\tadjective\tn:Any\tcase\tv\tv:Any\t,hakkonne\t-i 1\t-nni 1\tʃiima\t-u 1\t-nni 1\tloosi\t-anno\t
XV000428,sid,hakkonne ʔilaala ʔafootto?,hakk\t-o\t-nne\tʔilaal\t-a\tʔaf\t-ootto\t?,that_(medial)\tACC\tDEM.ACC\tmountain\tACC\tsee\tPST.IMPF.2M\t,Do you see that mountain?,,,I 6A-6,,SN001290,pro\tn:Any\tn:Any\tn\tn:Any\tv\tv:Any\t,hakko\t-o 1\t-nne\tʔilaala\t-a 1\tʔafi\t-ootto\t
XV000429,sid,hakku daannohu ʔaeeti?,hakk\t-u\tda\t-anno\t-hu\tʔae\t-e\t-e\t-ti\t?,that_(medial)\tNOM\tcome\tIMPF.3K\tNR.K.NOM\twho\tACC\tEV\tCOP\t,Who is that person coming?,,,I 3-2,,SN001290,pro\tn:Any\tv\tv:Any\tv>n\tpro\tn:Any\tAttaches to any category\tcopula\t,hakko\t-u 2\tdaí\t-anno\t-hu\tʔae 1\t-e 2\t-V\t-ti 1\t
XV000430,sid,ʔirgalamete haɗɗe hakko heeɗi,ʔirgalame\t-te\thaɗ\t-te\thakk\t-o\theeɗ\t-i,Irgalem\tDAT\tgo\tCVB.2SG\tthere\tACC\tlive\tIMP.SG,Go to Irgalem and live there,,,,,SN001291,proper noun\tn:Any\tv\tv:Any\tpro\tn:Any\tv\tv:Any,ʔirgalame\t-te 8\thaɗi\t-te 9\thakko\t-o 1\theeɗi\t-i 2
XV000431,sid,hakko heeɗɗanno mitte manʧo no,hakk\t-o\theeɗ\t-tanno\tmitt\t-e\tmanʧ\t-o\tno,that_(medial)\tACC\tlive\tPST.IMPF.3T\tone\tNOM\twoman\tNOM\texist,The person who lives there is a woman,,,II 30-2,,SN001291,pro\tn:Any\tv\tv:Any\tnumeral\tn:Any\tn\tn:Any\tv,hakko\t-o 1\theeɗi\t-tanno 2\tmitte\t-e 4\tmanʧo\t-o 2\tno
