ID,Language_ID,Headword,Part_Of_Speech,Construction,Entry_IDs,Etymology,Gloss,Morpheme_Breaks,Morphological_Structure,Official_Orthography,Type,Variant_Form
LX000556,sid,halaʔle fule,adverbial,,,,spread.out-CVB.3K go.out-CVB.3K,halaʔl-e ful-e,halaxl-e (CVB.3K) ful-e (CVB.3K),hala’le fule,,
LX000557,sid,halaʔli,Verb,,,,extend-AB-,halal-ɗ-,halal-D (AB)-,hala’li,,
hale,sid,hale,Noun,,,,help-DER,hal-e,hal-e (DER),hale,T (FEM) ; T (FEM),
hallo,sid,hallo,Noun,,,,,,,hallo,K (MASC),
LX000558,sid,halʧaanʧo,Noun,,,,crave.for-AG-SGLT,halʧ-aan-ʧo,halc-aan (AGNT)-co (SGLT),halchaancho,K (MASC),
LX000559,sid,halʧi,Verb,,,,,,,halchi,,
LX000560,sid,halʧo,Noun,,,,crave.for-DER,halʧ-o,halc-o (DER),halcho,T (FEM),
hamaada,sid,hamaada,Noun,,,,,,,hamaada,K (MASC),
LX000561,sid,hamaʃʃaabi,Verb,,,,snake-INTR-,hamaʃʃ(o)-aab-,hamaSS(o)-aab (INTR)-,hamashshaawi,,
LX000562,sid,hamaʃʃo,Noun,,,,,,,hamashsho,K (MASC),
hamba,sid,hamba,Noun,,,,,,,hamba,K (MASC),
hambabbalatte,sid,hambabbalatte,Noun,,,,,,,hambabbalatte,T (FEM),
LX000563,sid,hambiiʃi,Verb,,,,froth-CAUS-,hamb(aa)-iis-,hamb(aa)-iis (CAUS)-,hambiishi,CAUS,
LX000564,sid,hameʔni,interjection,,,Amharic amen 'amen',,,,hame’ni,,
hammati,sid,hammati,Verb,,,,,,,hammati,,
hammeeso,sid,hammeeso,proper noun,,,,,,,hammeeso,,
hanaafa,sid,hanaafa,Noun,,,,,,,hanaafa,T (FEM),
LX000565,sid,hanaakʼo,Noun,,,,,,,hanaaqo,T (FEM),
hanafi,sid,hanafi,Verb,,,,,,,hanafi,,
hanafo,sid,hanafo,Noun,,,,,,,hanafo,T (FEM),
handaara,sid,handaara,Noun,,,,,,,handaara,K (MASC),
hando,sid,hando,Noun,,,,,,,hando,K (MASC),
LX000566,sid,hanʤa,adjective,,,,,,,hanja,,
LX000567,sid,hanʤiɗi,Verb,,,,green-AB-,hanʤ(a)-iɗ-,hanj(a)-iD (AB)-,hanji’ri,AB,
LX000568,sid,hangaaɗɗi,Verb,,,,,,,hangaadhi,AB,
LX000569,sid,hankʼafi,Verb,,,,,,,hanqafi,,
LX000570,sid,hankʼami,Verb,,,,be.or.become.angry-PAS-,hankʼ-am-,hanK-am (PAS)-,hanqami,PAS,
LX000571,sid,hankʼamo,proper noun,,,,,,,hanqamo,,
LX000572,sid,hankʼi,Verb,,,,,,,hanqi,,
LX000573,sid,hankʼo,Noun,,,,be.or.become.angry-DER,hankʼ-o,hanK-o (DER),hanqo,K (MASC),
hanni,sid,hanni,interjection,,,,,,,hanni,,
hano,sid,hano,Noun,,,,,,,hano,T (FEM),
hantaalaamo,sid,hantaalaamo,Noun,,,,deceit-DER,hantaal(a)-aamo,hantaal(o)-aamo (DER),hantaalaamo,K (MASC),
hantaalo,sid,hantaalo,Noun,,,,,,,hantaalo,T (FEM),
hara,sid,hara,Noun,,,,,,,hara,K (MASC),
LX000574,sid,haraakʼe,Noun,,,Amharic aräk'e 'arak',,,,haraaqe,T (FEM),
harafo,sid,harafo,Noun,,,,,,,harafo,T (FEM),
LX000575,sid,haranʧo,adjective,,,,be short-DER.SGLT,haram-ʧo,haram-co (DER.SGLT),harancho,,
LX000576,sid,haranʧo,Noun,,,,be.short-DER.SGLT,haram-ʧo,haram-co (DER.SGLT),harancho,K (MASC)/T (FEM),
LX000577,sid,haraʔmi,Verb,,,,be.short-AB-,haram-ɗ-,haram-D (AB)-,hara’mi,AB,
hardi,sid,hardi,Verb,,,,,,,hardi,,
LX000578,sid,harkʼa,Noun,,,,,,,harqa,K (MASC),
LX000580,sid,harrakʼeessa,Noun,,,,,,,harraqeessa,K (MASC),
harre,sid,harre,Noun,,,,,,,harre,T (FEM),
LX000581,sid,harriʧʧo,Noun,,,,silk-SGLT,harr(e)-iʧʧo,harr(e)-icco (SGLT),harrichcho,K (MASC),
hasaaba,sid,hasaaba,Noun,,,,,,,hasaawa,T (FEM),
hasaabisi,sid,hasaabisi,Verb,,,,discuss-CAUS-,hasaab-is-,hasaab-is (CAUS)-,hasaawisi,CAUS,
hasatto,sid,hasatto,Noun,,,,seek-DER,has-atto,has-atto (DER),hasatto,T (FEM),
hasi,sid,hasi,Verb,,,,,,,hasi,,
LX000582,sid,hasiɗi,Verb,,,,seek-AB-,has-iɗ-,has-iD (AB)-,hasi’ri,AB,
hasiisi,sid,hasiisi,Verb,,,,seek-CAUS-,has-iis-,has-iis (CAUS)-,hasiisi,CAUS,
hassa,sid,hassa,Noun,,,,,,,hassa,T (FEM),
hassabi,sid,hassabi,Verb,,,,,,,hassawi,,
LX000583,sid,haʃaaʃi,Verb,,,,,,,hashaashi,,
LX000584,sid,haʃʃa,Noun,,,,,,,hashsha,K (MASC),
LX000585,sid,haʃʃi,Verb,,,,,,,hashshi,,
LX000586,sid,haʃʃu,interjection,,,,,,,hashshu,,
LX000587,sid,haʃʃuʧʧo,Noun,,,,,,,hashshuchcho,K (MASC),
hato,sid,hato,Noun,,,,,,,hato,T (FEM),
hatte,sid,hatte,Pronoun,,hatti,,,,,hatte,DEMONSTRATIVE,
LX000588,sid,hatte kʼolora,adverbial,,,,DEM answer-DAT,hatte kʼolo-ra,hatte (DEM) Kolo-ra (DAT),hatte qolora,,
hattenne,sid,hattenne,Pronoun,,hatti,,,,,hattenne,DEMONSTRATIVE,
hatti,sid,hatti,Pronoun,,hattenne ; hatte,,,,,hatti,DEMONSTRATIVE,
hatto,sid,hatto,Pronoun,,,,,,,hatto,DEMONSTRATIVE,
hattonni,sid,hattonni,adverbial,,,,like.that-ABL,hatto-nni,hatto-nni (ABL),hattonni,,
hattono,sid,hattono,adverbial,,,,like.that-and,hatto-no,hatto-no ('and'),hattono,,
hattontenni,sid,hattontenni,adverbial,,,,like.that-OBL.T-ABL,hatto-nte-nni,hatto-nte (OBL.T)-nni (ABL),hattontenni,,
LX000589,sid,hatʼantʼare,Noun,,,,,,,haxanxare,K (MASC),
LX000590,sid,hatʼo,Noun,,,,,,,haxo,T (FEM),
LX000591,sid,hatʼo ʔaɗɗi,Verb,,,,shoulder take,hatʼo ʔaɗɗ-,haTo xaDD-,haxo adhi,,
LX000592,sid,hatʼtʼia,proper noun,,,,,,,haxxiya,,
hayyi_yi,sid,hayyi yi,Verb,,,,IDEO say,hayyi y-,,hayyi yi,COMP,
hayyisi,sid,hayyisi,Verb,,,,wisdom-DER.CAUS,hayy(o)-is,hayy(o)-is (DER.CAUS),hayyisi,CAUS,
LX000593,sid,hayyiʧʧa,Noun,,,,wisdom-DER.SGLT,hayy(o)-iʧʧa,hayy(o)-icca (DER.SGLT),hayyichcha,K (MASC),
hayyo,sid,hayyo,Noun,,,,,,,hayyo,T (FEM),
LX000594,sid,haʔli,Verb,,,,,,,ha’li,,
LX000595,sid,haʔmiʧʧo,Noun,,,,,,,ha’michcho,K (MASC),
LX000596,sid,haʔnaʃʃo,Noun,,,,,,,ha’nashsho,K (MASC),
hedami,sid,hedami,Verb,,,,think-PAS-,hed-am-,hed-am (PAS)-,hedami,PAS,
LX000597,sid,hedebeelʧo,adverbial,,,,,,,hedeweelcho,,
hedi,sid,hedi,Verb,,,,,,,hedi,,
hedo,sid,hedo,Noun,,,,,,,hedo,T (FEM),
heebaani,sid,heebaani,proper noun,,,,,,,heewaani,,
heebano,sid,heebano,proper noun,,,,,,,heebano,,
heebisami,sid,heebisami,Verb,,,,boasting-DER.CAUS-PAS-,heeb(o)-is-am-,heeb(o)-is (DER.CAUS)-am (PAS)-,heewisami,PAS,
heebo,sid,heebo,Noun,,,,,,,heewo,T (FEM),
LX000598,sid,heeɗi,Verb,,,,,,,hee’ri,,
heelaati,sid,heelaati,Verb,,,,,,,heelaati,,
LX000599,sid,heelliʧʧo,Noun,,LX001531,,storey-SGLT,heell(o)-iʧʧo,heell(o)-icco (SGLT),heellichcho,T (FEM),
heello,sid,heello,Noun,,,,,,,heello,T (FEM),
LX000600,sid,heeʃʃi yi,Verb,,,,IDEO say,heeʃʃi y-,,heeshshi yi,COMP,
LX000601,sid,heeʃʃo,Noun,,,,,,,heeshsho,T (FEM),
heeyyakko,sid,heeyyakko,Noun,,,,guinea.fowls-SGLT,heeyyah-ko,heeyyah-ko (SGLT),heeyyakko,T (FEM),
LX000602,sid,heeʔmi,Verb,,,,,,,hee’mi,,
hegere_hegere,sid,hegere hegere,adverbial,,,,eternity eternity,hegere hegere,hegere hegere,hegere hegere,,
LX000603,sid,hekʼiʧʧa,Noun,,,,wicks-SGLT,hekʼ(o)-iʧʧa,heK(o)-icca (SGLT),heqichcha,K (MASC),
LX000604,sid,hekʼiʧʧo,Noun,,,,wicks-SGLT,hekʼ-iʧʧo,heK-icco (SGLT),heqichcho,K (MASC),
heleelami,sid,heleelami,Verb,,,,damage-PAS-,heleel-am-,heleel-am (PAS)-,heleelami,PAS,
heleeli,sid,heleeli,Verb,,,,,,,heleeli,,
heme,sid,heme,Noun,,,,,,,heme,T (FEM),
LX000605,sid,heʧʧimma,Noun,,,,vernonia.mycrocephala-ABSTR,heʧʧ(o)-imma,hecc(o)-imma (ABSTR),hechchimma,T (FEM),
LX000606,sid,heʧʧo,Noun,,,,,,,hechcho,K (MASC),
LX000607,sid,hettisaanʧo,Noun,,,,oppose-AG-SGLT,hettis-aan-ʧo,hettis-aan (AGNT)-co (SGLT),hettisaancho,K (MASC),
hettisi,sid,hettisi,Verb,,,,,,,hettisi,CAUS,
LX000608,sid,hetʼtʼi,Verb,,,,think-AB-,hed-ɗ-,hed-D (AB)-,hexxi,AB,
LX000609,sid,hetʼtʼo,Noun,,,,,,,hexxo,T (FEM),
hibbibbi,sid,hibbibbi,Verb,,,,riddle-REDUPL-,hibb(o)-ibb-,hibb(o)-ibb (REDUPL)-,hibbibbi,,
hibbo,sid,hibbo,Noun,,,,,,,hibbo,T (FEM),
LX000610,sid,hiɗɗi,Verb,,,,sell-AB-,hir-ɗ-,hir-D (AB)-,hidhi,AB,
hifati,sid,hifati,Verb,,,,,,,hifati,,
hige_1,sid,hige,Verb,,,,understand-CVB,hig-e,hig-e (CVB),hige,,
hige_2,sid,hige,adverbial,,,,,,,hige,,
higi,sid,higi,Verb,,,,,,,higi,,
higisiisi,sid,higisiisi,Verb,,,,understand-CAUS-,hig-isis-,hig-isis (CAUS)-,higisiisi,CAUS,
hii_yi,sid,hii yi,Verb,,,,IDEO say,hii y-,,hii yi,COMP,
hiikka,sid,hiikka,Pronoun,,,,,,,hiikka,INTERROGATIVE,
hiikki,sid,hiikki,Verb,,,,,,,hiikki,,
LX000611,sid,hiikkiʧʧo,Pronoun,,,,where-SGLT,hiikk(o)-iʧʧo,hiikk(o)-icco (SGLT),hiikkichcho,INTERROGATIVE,
hiikko_1,sid,hiikko,Pronoun,,,,,,,hiikko,INTERROGATIVE,
hiikko_2,sid,hiikko,Verb,,,,,,,hiikko,,
hiikkonne,sid,hiikkonne,Pronoun,,,,where-ACC,hiikko-nne,hiikko-nne (ACC),hiikkonne,INTERROGATIVE,
LX000612,sid,hiikʼkʼakʼkʼi,Verb,,,,to.be.how-REDUPL-,hiikʼkʼ-akʼkʼ-,hiiKK-aKK (REDUPL)-,hiiqqaqqi,,
LX000613,sid,hiikʼkʼami,Verb,,,,to.be.how-PAS-,hiikʼkʼ-am-,hiiKK-am (PAS)-,hiiqqami,PAS,
LX000614,sid,hiikʼkʼi,Verb,,,,,,,hiiqqi,,
LX000615,sid,hiikʼkʼisi,Verb,,,,to.be.how-CAUS-,hiikʼkʼ-is-,hiiKK-is (CAUS)-,hiiqqisi,CAUS,
hiima,sid,hiima,Noun,,,,,,,hiima,K (MASC),
LX000616,sid,hiinʧʼi,Verb,,,,,,,hiinci,,
hiissi,sid,hiissi,Verb,,,,,,,hiissi,,
hiito,sid,hiito,Noun,,,,,,,hiito,T (FEM),
hiittenne,sid,hiittenne,Pronoun,,,,,,,hiittenne,INTERROGATIVE,
hiitti,sid,hiitti,Pronoun,,,,,,,hiitti,INTERROGATIVE ; INTERROGATIVE,
hiitto,sid,hiitto,Pronoun,,,,,,,hiitto,INTERROGATIVE,
hiittonni,sid,hiittonni,adverbial,,,,what.kind.of-ABL,hiitto-nni,hiitto-nni (ABL),hiittonni,,
LX000617,sid,hiitʼati,Verb,,,,,,,hiixati,,
LX000618,sid,hiiʔe,interjection,,,,,,,hiie,,
LX000619,sid,hilikʼo,Noun,,,,,,,hiliqo,T (FEM),
hilleessa,sid,hilleessa,Noun,,,,,,,hilleessa,K (MASC),
hilo,sid,hilo,Noun,,LX000620,,,,,hilo,K (MASC) ; K (MASC),
LX000620,sid,hilʧo,Noun,,hilo,,sticks-SGLT,hil(o)-ʧo,hil(o)-co (SGLT),hilcho,K (MASC),
himana,sid,himana,Noun,,,,,,,himana,K (MASC),
LX000621,sid,himanaanʧo,Noun,,,,prophesy-AG-SGLT,himan-aan-ʧo,himan-aan (AGNT)-co (SGLT),himanaancho,K (MASC),
LX000622,sid,himanaasinʧo,Noun,,,,prophesy-AG-SGLT,himan-aasin-ʧo,himan-aasin (AGNT)-co (SGLT),himanaasincho,K (MASC),
himani,sid,himani,Verb,,,,,,,himani,,
himimmisi,sid,himimmisi,Verb,,,,,,,himimmisi,CAUS,
LX000623,sid,hinaasaanʧo,Noun,,,,be.jealous-AG-SGLT,hinaas-aan-ʧo,hinaas-aan (AGNT)-co (SGLT),hinaasaancho,K (MASC),
hinaasi,sid,hinaasi,Verb,,,,,,,hinaasi,,
hinaaso,sid,hinaaso,Noun,,hinooso,,,,,hinaaso,T (FEM),
hindiiddo,sid,hindiiddo,Noun,,,,,,,hindiiddo,T (FEM),
hinke,sid,hinke,Pronoun,,,,,,,hinke,PERSONAL,
hinkiilli,sid,hinkiilli,Verb,,,,,,,hinkiili,,
LX000624,sid,hinkiʧʧo,Noun,,,,tooth-SGLT,hin(o)-iʧʧo,hink(o)-icco (SGLT),hinkichcho,K (MASC),
hinko,sid,hinko,Noun,,,,,,,hinko,T (FEM),
hinooso,sid,hinooso,Noun,,hinaaso,,,,,hinooso,T (FEM),
LX000625,sid,hintʼi,Verb,,,,,,,hinxi,,
LX000626,sid,hintʼisi,Verb,,,,crack-CAUS-,hintʼ-is-,hinT-is (CAUS)-,hinxisi,CAUS,
hirba,sid,hirba,Noun,,,,,,,hirba,K (MASC) ; K (MASC),
hirboora,sid,hirboora,Noun,,,,,,,hirboora,K (MASC),
hiri,sid,hiri,Verb,,,,,,,hiri,,
hiro_fuli,sid,hiro fuli,Verb,,,,assistance go.out,hiro ful-,hiro ful-,hiro fuli,,
hirratame,sid,hirratame,Verb,,,,,,,hirratame,PAS,
hirratamo,sid,hirratamo,Noun,,,,,,,hirratamo,K (MASC),
hirre_wori,sid,hirre wori,Verb,,,,,,,hirre wori,,
LX000627,sid,hirri ʔuu yi,Verb,,,,IDEO say,hirri ʔuu y-,,hirri uu yi,COMP,
hirsiisi,sid,hirsiisi,Verb,,,,sell-CAUS-,hir-siis-,hir-siis (CAUS)-,hirsiisi,CAUS,
hirsisi,sid,hirsisi,Verb,,,,,,,hirsisi,CAUS,
hisata,sid,hisata,adjective,,,,,,,hisata,,
hisati,sid,hisati,Verb,,,,,,,hisati,,
LX000628,sid,hitʼa,Noun,,,Amharic ït'a 'lot',,,,hixa,K (MASC),
LX000629,sid,hitʼa tugi,Verb,,,,lot throw,hitʼa tug-,hiTa tug-,hixa tugi,,
LX000630,sid,hitʼamaɲɲi,Verb,,,,,,,hixamanyi,,
LX000631,sid,hitʼana,Noun,,,Amharic ït'an 'incense',,,,hixana,K (MASC),
LX000632,sid,hitʼiʧʧo,Noun,,,,,,,hixichcho,K (MASC),
hiyyeessa,sid,hiyyeessa,Noun,,,,,,,hiyyeessa,K (MASC),
hobbahi,sid,hobbahi,Verb,,,,,,,hobbahi,,
hobbi_yi,sid,hobbi yi,Verb,,,,IDEO say,hobbi y-,,hobbi yi,COMP,
LX000633,sid,hobolaanʧo,Noun,,,,boat-AG-SGLT,hobol-aan-ʧo,hobol-aan (DER.AGNT)-co (SGLT),howolaancho,K (MASC),
hobolo,sid,hobolo,Noun,,,,,,,howolo,T (FEM),
hoboobe,sid,hoboobe,Noun,,,,,,,howoowe,T (FEM),
LX000634,sid,hoʤʤiʧʧa,adjective,,,,,,,hojjichcha,,
LX000635,sid,hoʤʤitte,adjective,,,,,,,hojjitte,,
hogga,sid,hogga,Noun,,LX000637,,,,,hogga,T (FEM),
hogi,sid,hogi,Verb,,,,,,,hogi,,
hogobi,sid,hogobi,Verb,,,,,,,hogowi,,
hogobo,sid,hogobo,Noun,,,,,,,hogowo,K (MASC),
LX000636,sid,hogopʼpʼi,Verb,,,,load-AB-,hogob-ɗ-,hogob-D (AB)-,hogophi,AB,
LX000637,sid,hokkiʧʧo,Noun,,hogga,,,,,hokkichcho,K (MASC),
hokkolle,sid,hokkolle,Noun,,,,,,,hokkolle,T (FEM),
LX000638,sid,hokʼi,Verb,,,,,,,hoqi,,
LX000639,sid,hokʼisi,Verb,,,,ferment-CAUS-,hokʼ-is-,hoK-is (CAUS)-,hoqisi,CAUS,
LX000640,sid,hokʼkʼi,Verb,,,,scratch-AB-,hog-ɗ-,hog-D (AB)-,hoqqi,,
LX000641,sid,hokʼori,Verb,,,,,,,hoqori,,
hollo,sid,hollo,Noun,,,,,,,hollo,T (FEM),
homba,sid,homba,Noun,,,,,,,homba,K (MASC),
hombobbolatte,sid,hombobbolatte,Noun,,,,,,,hombobbolatte,T (FEM),
honke,sid,honke,Noun,,,,,,,honke,K (MASC),
LX000642,sid,honkʼoolo,Noun,,,,,,,honqoolo,T (FEM),
LX000643,sid,honkʼoori,Verb,,,,,,,honqoori,,
honsao,sid,honsao,numeral,,,,,,,honsayo,,
honse,sid,honse,numeral,,,,,,,honse,,
honsi,sid,honsi,adjective,,,,nine-DER,hons(e)-i,hons(e)-i (DER),honsi,,
hoobe,sid,hoobe,Noun,,,,,,,hoowe,T (FEM) ; T (FEM),
hoobo,sid,hoobo,Noun,,,,,,,hoowo,K (MASC),
hoode,sid,hoode,Noun,,,,,,,hoode,T (FEM),
hoode_gani,sid,hoode gani,Verb,,,,after beat,hoode gan-,hoode gan-,hoode gani,,
hoodera,sid,hoodera,adverbial,,,,after-DAT,hoode-ra,hoode-ra (DAT),hoodera,,
hoofa,sid,hoofa,Noun,,,,,,,hoofa,K (MASC),
hooffado,sid,hooffado,adjective,,,,minor-DER,hooff-ado,hooff-ado (DER),hooffado,,
hooffaiidi,sid,hooffaiidi,adjective,,,,minor-DER,hooff(a)-iidi,hooff(a)-iidi (DER),hooffayiidi,,
LX000644,sid,hoofiʧʧo,Noun,,,,name.of.former.Sidaama.tribe-SGLT,hoof(a)-iʧʧo,hoof(a)-icco (SGLT),hoofichcho,T (FEM),
hooga,sid,hooga,Noun,,,,lack-INF,hoog-a,hoog-a (INF=N),hooga,T (FEM),
hoogga,sid,hoogga,Noun,,,,,,,hoogga,T (FEM),
hoogi,sid,hoogi,Verb,,,,,,,hoogi,,
LX000645,sid,hookkiʧʧo,Noun,,,,ensete.leaves-SGLT,hookk(e)-iʧʧo,hookk(e)-icco (SGLT),hookkichcho,K (MASC),
hoola,sid,hoola,interjection,,,,,,,hoola,,
hoolge,sid,hoolge,Noun,,,,,,,hoolge,K (MASC),
hooli,sid,hooli,Verb,,,,,,,hooli,,
hoollo,sid,hoollo,Noun,,,,,,,hoollo,T (FEM),
hoolo,sid,hoolo,Noun,,,,,,,hoolo,T (FEM),
hoonge,sid,hoonge,Noun,,,,lack-ABSTR,hoog-ne,hoog-ne (ABSTR),hoonge,K (MASC)/T (FEM),
hoongo,sid,hoongo,Noun,,,,lack-ABSTR,hoog-no,hoog-no (ABSTR),hoongo,K (MASC),
hoori,sid,hoori,Verb,,,,,,,hoori,,
LX000646,sid,hooʃalo,Noun,,,,,,,hooshalo,K (MASC),
hootami,sid,hootami,Verb,,,,,,,hootami,,
LX000647,sid,hooʔli,Verb,,,,prevent-AB-,hool-ɗ-,hool-D (AB)-,hoo’li,,
hordofi,sid,hordofi,Verb,,,,,,,hordofi,,
horo,sid,horo,Noun,,,,,,,horo,T (FEM),
horonta,sid,horonta,adverbial,,,,never-DER,horo-nta,horo-nta (DER),horonta,,
horontanni,sid,horontanni,adverbial,,,,never-DER-ABL,horo-nta-nni,horo-nta (DER)-nni (ABL),horontanni,,
horosi,sid,horosi,adverbial,,,,never-POSS.3K,horo-si,horo-si (POSS.3K),horosi,,
LX000648,sid,horotʼami,Verb,,,,,,,horoxami,,
hosi,sid,hosi,Verb,,,,,,,hosi,,
hosiisi,sid,hosiisi,Verb,,,,,,,hosiisi,CAUS,
hosisi,sid,hosisi,Verb,,,,spend.the.day-CAUS,hos-is-,hos-is (CAUS)-,hosisi,CAUS,
hossi_yi,sid,hossi yi,Verb,,,,IDEO say,hossi y-,,hossi yi,COMP,
LX000649,sid,hoʃʃa,Noun,,,,,,,hoshsha,T (FEM) ; T (FEM),
LX000650,sid,hoʧʼʧʼiʧʧo,Noun,,,,old.cloths-SGLT,hoʧʼʧʼ(o)-iʧʧo,hoCC(o)-icco (SGLT),hoccichcho,T (FEM),
LX000651,sid,hoʧʼʧʼo,Noun,,,,,,,hocco,K (MASC),
LX000652,sid,hotʼtʼe,Noun,,,,,,,hoxxe,T (FEM),
hubati,sid,hubati,Verb,,,,,,,huwati,,
LX000653,sid,hubaʧʧiʃi,Verb,,,,understand-CAUS-,hubat-siis-,hubat-siis (CAUS)-,huwachchishi,CAUS,
hude,sid,hude,Noun,,,,,,,hude,T (FEM),
LX000654,sid,hudiɗi,Verb,,,,hunger-DER.AB-,hud(e)-iɗ-,hud(e)-iD (DER.AB)-,hudi’ri,AB,
huluullami,sid,huluullami,Verb,,,,doubt-PAS-,huluull-am-,huluull-am (PAS)-,huluullami,PAS,
huma,sid,huma,Noun,,,,,,,huma,K (MASC),
hunda,sid,hunda,Noun,,,,,,,hunda,K (MASC),
huni,sid,huni,Verb,,,,,,,huni,,
hunke,sid,hunke,Noun,,,,,,,hunke,K (MASC),
hunki,sid,hunki,Verb,,,,,,,hunki,,
LX000655,sid,hunkiiʃi,Verb,,,,sweat-CAUS-,hunk-iis-,hunk-iis (CAUS)-,hunkiishi,CAUS,
hunna,sid,hunna,Noun,,,,,,,hunna,K (MASC),
hunsiisi,sid,hunsiisi,Verb,,,,destroy-CAUS-,hun-siis-,hun-siis (CAUS)-,hunsiisi,CAUS,
hurbate,sid,hurbate,Noun,,,,,,,hurbate,K (MASC),
LX000656,sid,hurbatʼtʼi,Verb,,,,meal.DER.AB,hurbat(e)-ɗ-,hurbat(e)-D (DER.AB)-,hurbaxxi,AB,
hursi,sid,hursi,Verb,,,,be.healed-CAUS-,hur-s-,hur-s (CAUS)-,hursi,CAUS,
hutaabi,sid,hutaabi,Verb,,,,,,,hutaawi,,
LX000657,sid,hutʼiɗi,Verb,,,,,,,huxi’ri,AB,
LX000658,sid,hutʼtʼa,Noun,,,,,,,huxxa,K (MASC),
LX000659,sid,hutʼtʼi,Verb,,,,,,,huxxi,,
LX000660,sid,hutʼuntʼure,Noun,,,,,,,huxunxure,K (MASC),
huulla,sid,huulla,Noun,,,,,,,huulla,T (FEM),
LX000661,sid,huuʧʼʧʼami,Verb,,,,pray-PAS-,huuʧʼʧʼ-am-,huuCC-am (PAS)-,huuccami,PAS,
LX000662,sid,huuʧʼʧʼatto,Noun,,,,pray-DER,huuʧʼʧʼ-atto-,huuCC-atto (DER),huuccatto,T (FEM),
LX000663,sid,huuʧʼʧʼi,Verb,,,,,,,huucci,,
LX000664,sid,huuʧʼʧʼiɗaanʧo,Noun,,,,pray-AB-AG-SGLT,huuʧʼʧʼ-iɗ-aan-ʧo,huuCC-iD (AB)-aan (AGNT)-co (SGLT),huucci’raancho,K (MASC),
LX000665,sid,huuʧʼʧʼiɗi,Verb,,,,pray-AB-,huuʧʼʧʼ-iɗ-,huuCC-iD (AB)-,huucci’ri,AB,
LX000666,sid,huʔni,Verb,,,,destroy-AB-,hun-ɗ-,hun-D (AB)-,hu’ni,AB ; AB,
kaade,sid,kaade,Noun,,,,,,,kaade,T (FEM),
kaadi,sid,kaadi,Verb,,,Amharic kadä 'despise',,,,kaadi,,
LX000667,sid,kaaʤʤado,adjective,,,,become.strong-DER,kaaʤʤ-ado-,kaajj-ado (DER),kaajjado,,
LX000668,sid,kaaʤʤi,Verb,,,,,,,kaajji,,
LX000669,sid,kaaʤʤille,Noun,,,,become.strong-ABSTR,kaaʤʤ-ille-,kaajj-ille (ABSTR),kaajjille,T (FEM),
LX000670,sid,kaaʤʤiʃi,Verb,,,,become.strong-CAUS-,kaaʤʤ-is-,kaajj-is (CAUS)-,kaajjishi,CAUS,
kaani,sid,kaani,Verb,,,,,,,kaani,,
kaasami,sid,kaasami,Verb,,,,plant-PAS-,kaas-am-,kaas-am (PAS)-,kaasami,PAS,
kaase,sid,kaase,Noun,,,Amharic kwas 'ball',,,,kaase,T (FEM),
kaasi,sid,kaasi,Verb,,,,,,,kaasi,,
LX000671,sid,kaasiɗi,Verb,,,,plant-AB-,kaas-iɗ-,kaas-iD (AB)-,kaasi’ri,AB,
LX000672,sid,kaaʃo,Noun,,,,,,,kaasho,K (MASC),
kaayya,sid,kaayya,Noun,,,,,,,kaayya,T (FEM),
kaayyaatame,sid,kaayyaatame,Noun,,,,good.luck-DER-DER-F,kaayy(o)-aat-am-e,kaayy(o)-aat (DER)-am (DER)-e (F),kaayyaatame,T (FEM),
kaayyaatamo,sid,kaayyaatamo,Noun,,,,good.luck-DER-DER-M,kaayy(o)-aat-am-o,kaayy(o)-aat (DER)-am (DER)-o (M),kaayyaatamo,K (MASC),
kaayyo,sid,kaayyo,Noun,,,,,,,kaayyo,T (FEM),
LX000673,sid,kaaʔlamaanʧo,Noun,,,,help-PAS-AG-SGLT,kaaʔl-am-aan,kaaxl-am (PAS)-aan (AGNT)-co (SGLT),kaa’lamaancho,K (MASC),
LX000674,sid,kaaʔlami,Verb,,,,help-PAS-,kaaʔl-am-,kaaxl-am (PAS)-,kaa’lami,PAS,
LX000675,sid,kaaʔli,Verb,,,,,,,kaa’li,,
LX000676,sid,kaaʔlo,Noun,,,,help-DER,kaaʔl-o,kaaxl-o (DER),kaa’lo,T (FEM),
kaba,sid,kaba,Pronoun,,,,,,,kawa,DEMONSTRATIVE,
LX000677,sid,kabanna kaʔa higi,Verb,,,,here-and there turn,kaba-nna kaʔa hig-,kaba-nna ('and') kaxa hig ('turn')-,kawanna ka’’a higi,,
kabanni,sid,kabanni,adverbial,,,,here-ABL,kaba-nni,kaba-nni (ABL),kawanni,,
kabbaanami,sid,kabbaanami,Verb,,,,be.restless-PAS-,kabbaan-am-,kabbaan-am (PAS)-,kabbaanami,PAS,
kabbade,sid,kabbade,adjective,,,Amharic käbbad 'heavy',,,,kabbade,,
kabiirira,sid,kabiirira,adverbial,,,,here-OBL-NR.PL-DAT,kab(a)-ii (OBL)-ri (ɲR.pʼL)-ra,kab(a)-ii (OBL)-ri (NR.PL)-ra (DAT),kawiirira,,
LX000678,sid,kabiiʧʧo,adverbial,,,,here-SGLT,kab(a)-iiʧʧo,kab(a)-iicco (SGLT),kawiichcho,,
kadami,sid,kadami,Verb,,,,step-PAS-,kad-am-,kad-am (PAS)-,kadami,PAS,
kadi,sid,kadi,Verb,,,,,,,kadi,,
